,PMID,Full_author_name
4968,32594794,"tsoi, kelvin k f/split/from the stanley ho big data decision analytics research centre (k.k.f.t.,  n.b.c.), the chinese university of hong kong./split/school of public health and primary care (k.k.f.t., k.k.l.y.), the chinese  university of hong kong."
4968,32594794,"chan, nicholas b/split/from the stanley ho big data decision analytics research centre (k.k.f.t.,  n.b.c.), the chinese university of hong kong."
4968,32594794,"yiu, karen k l/split/school of public health and primary care (k.k.f.t., k.k.l.y.), the chinese  university of hong kong."
4968,32594794,"poon, simon k s/split/school of information technologies, the university of sydney, australia  (s.k.s.p.)."
4968,32594794,"lin, bryant/split/school of medicine, stanford university (b.l.)."
4968,32594794,"ho, kendall/split/the university of british columbia, canada (k.h.)."
4976,32593307,"kelly, shannon e/split/school of epidemiology and public health, university of ottawa, 101  morand crescent, ottawa, ontario, k1g 5z3, canada. skell102@uottawa.ca."
4976,32593307,"clifford, tammy j/split/school of epidemiology and public health, university of ottawa, 101  morand crescent, ottawa, ontario, k1g 5z3, canada."
4976,32593307,"coyle, doug/split/school of epidemiology and public health, university of ottawa, 101  morand crescent, ottawa, ontario, k1g 5z3, canada."
4976,32593307,"martin, janet/split/department of epidemiology and biostatistics, western university, london,  ontario, canada."
4976,32593307,"welch, vivian/split/school of epidemiology and public health, university of ottawa, 101  morand crescent, ottawa, ontario, k1g 5z3, canada."
4976,32593307,"skidmore, becky/split/independent information specialist, ottawa, ontario, canada."
4976,32593307,"birnie, david/split/university of ottawa heart institute, ottawa, ontario, canada."
4976,32593307,"parkash, ratika/split/division of cardiology, dalhousie university, halifax, nova scotia, canada."
4976,32593307,"tang, anthony s l/split/schulich school of medicine and dentistry, western university, london, ontario,  canada."
4976,32593307,"wells, george a/split/school of epidemiology and public health, university of ottawa, 101  morand crescent, ottawa, ontario, k1g 5z3, canada."
4977,32034018,"santana, maria-jose/split/community health sciences, university of calgary, calgary, alberta, canada  mjsantan@ucalgary.ca./split/pediatrics, university of calgary, calgary, ab, canada."
4977,32034018,"zelinsky, sandra/split/community health sciences, university of calgary, calgary, alberta, canada."
4977,32034018,"ahmed, sadia/split/community health sciences, university of calgary, calgary, alberta, canada./split/pediatrics, university of calgary, calgary, ab, canada."
4977,32034018,"doktorchik, chelsea/split/community health sciences, university of calgary, calgary, alberta, canada."
4977,32034018,"james, matthew/split/community health sciences, university of calgary, calgary, alberta, canada./split/medicine, university of calgary, calgary, ab, canada."
4977,32034018,"wilton, stephen/split/community health sciences, university of calgary, calgary, alberta, canada./split/medicine, university of calgary, calgary, ab, canada./split/cardiac sciences, university of calgary, calgary, ab, canada."
4977,32034018,"quan, hude/split/community health sciences, university of calgary, calgary, alberta, canada./split/medicine, university of calgary, calgary, ab, canada."
4977,32034018,"fernandez, nicolas/split/family and emergency medicine, université de montréal, montreal, quebec, canada."
4977,32034018,"anderson, todd/split/medicine, university of calgary, calgary, ab, canada./split/cardiac sciences, university of calgary, calgary, ab, canada."
4977,32034018,"butalia, sonia/split/community health sciences, university of calgary, calgary, alberta, canada./split/medicine, university of calgary, calgary, ab, canada."
4989,31840163,"lillo-castellano, josé maría/split/advanced development in arrhythmia mechanisms and therapy laboratory, myocardial  pathophysiology area, centro nacional de investigaciones cardiovasculares (cnic), madrid, spain./split/fundación interhospitalaria para la investigación cardiovascular (fic), madrid,  spain."
4989,31840163,"gonzález-ferrer, juan josé/split/instituto de investigación sanitaria del hospital clínico san carlos (idissc).  cardiovascular institute, madrid, spain./split/centro de investigación biomédica en red de enfermedades cardiovasculares  (cibercv), madrid, spain."
4989,31840163,"marina-breysse, manuel/split/advanced development in arrhythmia mechanisms and therapy laboratory, myocardial  pathophysiology area, centro nacional de investigaciones cardiovasculares (cnic), madrid, spain./split/agencia española de protección de la salud en el deporte (aepsad), madrid. spain."
4989,31840163,"martínez-ferrer, josé bautista/split/department of cardiology, hospital universitario de áraba, vitoria, spain."
4989,31840163,"pérez-álvarez, luisa/split/department of cardiology, hospital hospital universitario de a coruña, la coruña,  spain."
4989,31840163,"alzueta, javier/split/department of cardiology, hospital universitario virgen de la victoria, málaga,  spain."
4989,31840163,"martínez, juan gabriel/split/department of cardiology, hospital general universitario de alicante,  isabial-fisabio, alicante, spain."
4989,31840163,"rodríguez, aníbal/split/department of cardiology, hospital universitario de canarias, santa cruz de  tenerife, spain."
4989,31840163,"rodríguez-pérez, juan carlos/split/department of cardiology, hospital insular de gran canaria, las palmas, spain."
4989,31840163,"anguera, ignasi/split/department of cardiology, hospital universitario de bellvitge, barcelona, spain."
4989,31840163,"viñolas, xavier/split/department of cardiology, hospital santa creu i san pau, barcelona, spain."
4989,31840163,"garcía-alberola, arcadio/split/department of cardiology, hospital universitario virgen de la arrixaca, imib,  murcia, spain."
4989,31840163,"quintanilla, jorge g/split/advanced development in arrhythmia mechanisms and therapy laboratory, myocardial  pathophysiology area, centro nacional de investigaciones cardiovasculares (cnic), madrid, spain./split/instituto de investigación sanitaria del hospital clínico san carlos (idissc).  cardiovascular institute, madrid, spain./split/centro de investigación biomédica en red de enfermedades cardiovasculares  (cibercv), madrid, spain."
4989,31840163,"alfonso-almazán, josé manuel/split/advanced development in arrhythmia mechanisms and therapy laboratory, myocardial  pathophysiology area, centro nacional de investigaciones cardiovasculares (cnic), madrid, spain."
4989,31840163,"garcía, javier/split/department of cardiology, hospital universitario de getafe, madrid, spain."
4989,31840163,"borrego, luis/split/instituto de investigación sanitaria del hospital clínico san carlos (idissc).  cardiovascular institute, madrid, spain."
4989,31840163,"cañadas-godoy, victoria/split/instituto de investigación sanitaria del hospital clínico san carlos (idissc).  cardiovascular institute, madrid, spain./split/centro de investigación biomédica en red de enfermedades cardiovasculares  (cibercv), madrid, spain."
4989,31840163,"pérez-castellano, nicasio/split/instituto de investigación sanitaria del hospital clínico san carlos (idissc).  cardiovascular institute, madrid, spain./split/centro de investigación biomédica en red de enfermedades cardiovasculares  (cibercv), madrid, spain."
4989,31840163,"pérez-villacastín, julián/split/fundación interhospitalaria para la investigación cardiovascular (fic), madrid,  spain./split/instituto de investigación sanitaria del hospital clínico san carlos (idissc).  cardiovascular institute, madrid, spain./split/centro de investigación biomédica en red de enfermedades cardiovasculares  (cibercv), madrid, spain."
4989,31840163,"jiménez-díaz, javier/split/department of cardiology, hospital general universitario de ciudad real, ciudad  real, spain."
4989,31840163,"jalife, josé/split/centro de investigación biomédica en red de enfermedades cardiovasculares  (cibercv), madrid, spain./split/cardiac arrhythmia laboratory, myocardial pathophysiology area, centro nacional  de investigaciones cardiovasculares (cnic), madrid, spain."
4989,31840163,"filgueiras-rama, david/split/advanced development in arrhythmia mechanisms and therapy laboratory, myocardial  pathophysiology area, centro nacional de investigaciones cardiovasculares (cnic), madrid, spain./split/instituto de investigación sanitaria del hospital clínico san carlos (idissc).  cardiovascular institute, madrid, spain./split/centro de investigación biomédica en red de enfermedades cardiovasculares  (cibercv), madrid, spain."
4990,33302871,"herrmann-lingen, christoph/split/department of psychosomatic medicine and psychotherapy, university of göttingen  medical center, von-siebold-str. 5, 37075, göttingen, germany. cherrma@gwdg.de./split/german center for cardiovascular research (dzhk), partner site göttingen,  göttingen, germany. cherrma@gwdg.de."
4990,33302871,"albus, christian/split/department of psychosomatics and psychotherapy, university of cologne, cologne,  germany."
4990,33302871,"de zwaan, martina/split/department of psychosomatic medicine and psychotherapy, hannover medical school,  hannover, germany."
4990,33302871,"geiser, franziska/split/department of psychosomatic medicine and psychotherapy, university of bonn  medical center, bonn, germany."
4990,33302871,"heinemann, katrin/split/department of psychosomatic medicine and psychotherapy, university of göttingen  medical center, von-siebold-str. 5, 37075, göttingen, germany."
4990,33302871,"hellmich, martin/split/institute of medical statistics and computational biology, faculty of medicine,  university hospital cologne, university of cologne, cologne, germany."
4990,33302871,"michal, matthias/split/department of psychosomatic medicine and psychotherapy, university medical center  mainz, mainz, germany./split/german center for cardiovascular research (dzhk), partner site rhine-main, mainz,  germany."
4990,33302871,"sadlonova, monika/split/department of psychosomatic medicine and psychotherapy, university of göttingen  medical center, von-siebold-str. 5, 37075, göttingen, germany./split/german center for cardiovascular research (dzhk), partner site göttingen,  göttingen, germany./split/department of thoracic and cardiovascular surgery, university of göttingen  medical center, göttingen, germany."
4990,33302871,"tostmann, ralf/split/clinical trials unit, university of göttingen medical center, göttingen, germany."
4990,33302871,"wachter, rolf/split/clinic and policlinic for cardiology, university hospital of leipzig, leipzig,  germany."
4990,33302871,"herbeck belnap, birgit/split/department of psychosomatic medicine and psychotherapy, university of göttingen  medical center, von-siebold-str. 5, 37075, göttingen, germany./split/center for behavioral health, media, and technology, university of pittsburgh  school of medicine, university of pittsburgh, pittsburgh, pa, usa."
4992,32703201,"moor, c c/split/department of respiratory medicine, erasmus medical center, dr. molewaterplein  40, 3015, gd, rotterdam, the netherlands."
4992,32703201,"mostard, r l m/split/department of respiratory medicine, zuyderland medical, heerlen, the netherlands."
4992,32703201,"grutters, j c/split/interstitial lung diseases centre of excellence, department of pulmonology, st  antonius hospital, nieuwegein, the netherlands./split/division of heart & lungs, university medical center utrecht, utrecht, the  netherlands."
4992,32703201,"bresser, p/split/department of respiratory medicine, onze lieve vrouwe gasthuis, amsterdam, the  netherlands."
4992,32703201,"aerts, j g j v/split/department of respiratory medicine, erasmus medical center, dr. molewaterplein  40, 3015, gd, rotterdam, the netherlands."
4992,32703201,"dirksen, c d/split/department of clinical epidemiology and medical technology assessment, maastricht  university medical centre, maastricht, the netherlands."
4992,32703201,"kimman, m l/split/department of clinical epidemiology and medical technology assessment, maastricht  university medical centre, maastricht, the netherlands."
4992,32703201,"wijsenbeek, m s/split/department of respiratory medicine, erasmus medical center, dr. molewaterplein  40, 3015, gd, rotterdam, the netherlands. m.wijsenbeek-lourens@erasmusmc.nl."
4996,32720908,"piera-jiménez, jordi/split/open evidence research group, universitat oberta de catalunya, barcelona, spain./split/department of r&d, badalona serveis assistencials, badalona, spain."
4996,32720908,"winters, marjolein/split/smart homes, eindhoven, netherlands."
4996,32720908,"broers, eva/split/department of medical and clinical psychology, tilburg university, tilburg,  netherlands./split/department of cardiology, elisabeth-tweesteden hospital, tilburg, netherlands."
4996,32720908,"valero-bover, damià/split/department of r&d, badalona serveis assistencials, badalona, spain."
4996,32720908,"habibovic, mirela/split/department of medical and clinical psychology, tilburg university, tilburg,  netherlands./split/department of cardiology, elisabeth-tweesteden hospital, tilburg, netherlands."
4996,32720908,"widdershoven, jos w m g/split/department of medical and clinical psychology, tilburg university, tilburg,  netherlands./split/department of cardiology, elisabeth-tweesteden hospital, tilburg, netherlands."
4996,32720908,"folkvord, frans/split/open evidence research group, universitat oberta de catalunya, barcelona, spain./split/department of communication and cognition, tilburg school of humanities and  digital sciences, tilburg university, tilburg, netherlands."
4996,32720908,"lupiáñez-villanueva, francisco/split/open evidence research group, universitat oberta de catalunya, barcelona, spain./split/department of information and communication sciences, universitat oberta de  catalunya, barcelona, spain."
4997,31159779,"heger, irene/split/alzheimer centrum limburg, school for mental health and neuroscience, department  of psychiatry and neuropsychology, maastricht university, dr. tanslaan 12, 6229 et, maastricht, the netherlands. irene.heger@maastrichtuniversity.nl."
4997,31159779,"deckers, kay/split/alzheimer centrum limburg, school for mental health and neuroscience, department  of psychiatry and neuropsychology, maastricht university, dr. tanslaan 12, 6229 et, maastricht, the netherlands."
4997,31159779,"van boxtel, martin/split/alzheimer centrum limburg, school for mental health and neuroscience, department  of psychiatry and neuropsychology, maastricht university, dr. tanslaan 12, 6229 et, maastricht, the netherlands."
4997,31159779,"de vugt, marjolein/split/alzheimer centrum limburg, school for mental health and neuroscience, department  of psychiatry and neuropsychology, maastricht university, dr. tanslaan 12, 6229 et, maastricht, the netherlands."
4997,31159779,"hajema, klaasjan/split/ggd zuid-limburg, postbus 33, 6400 aa, heerlen, the netherlands."
4997,31159779,"verhey, frans/split/alzheimer centrum limburg, school for mental health and neuroscience, department  of psychiatry and neuropsychology, maastricht university, dr. tanslaan 12, 6229 et, maastricht, the netherlands."
4997,31159779,"köhler, sebastian/split/alzheimer centrum limburg, school for mental health and neuroscience, department  of psychiatry and neuropsychology, maastricht university, dr. tanslaan 12, 6229 et, maastricht, the netherlands. s.koehler@maastrichtuniversity.nl."
5003,32945773,"sadek, ibrahim/split/ami-lab, computer science department, faculty of science, university of  sherbrooke, sherbrooke, qc, canada./split/research centre on aging, sherbrooke, qc, canada./split/biomedical engineering dept, faculty of engineering, helwan university, helwan,  cairo, egypt."
5003,32945773,"heng, terry tan soon/split/department of otolaryngology, woodlands health campus and khoo teck puat  hospital, singapore, singapore."
5003,32945773,"seet, edwin/split/department of anaesthesia, khoo teck puat hospital, singapore, singapore."
5003,32945773,"abdulrazak, bessam/split/ami-lab, computer science department, faculty of science, university of  sherbrooke, sherbrooke, qc, canada./split/research centre on aging, sherbrooke, qc, canada."
5007,32130198,"joseph, rodney p/split/center for health promotion and disease prevention, edson college of nursing and  health innovation, arizona state university, phoenix, az, united states."
5007,32130198,"keller, colleen/split/center for health promotion and disease prevention, edson college of nursing and  health innovation, arizona state university, phoenix, az, united states."
5007,32130198,"vega-lópez, sonia/split/college of health solutions, arizona state university, phoenix, az, united  states./split/southwest interdisciplinary research center, arizona state university, phoenix,  az, united states."
5007,32130198,"adams, marc a/split/college of health solutions, arizona state university, phoenix, az, united  states."
5007,32130198,"english, rebekah/split/center for health promotion and disease prevention, edson college of nursing and  health innovation, arizona state university, phoenix, az, united states."
5007,32130198,"hollingshead, kevin/split/college of health solutions, arizona state university, phoenix, az, united  states."
5007,32130198,"hooker, steven p/split/college of health and human services, san diego state university, san diego, ca,  united states."
5007,32130198,"todd, michael/split/edson college of nursing and health innovation, arizona state university,  phoenix, az, united states."
5007,32130198,"gaesser, glenn a/split/college of health solutions, arizona state university, phoenix, az, united  states."
5007,32130198,"ainsworth, barbara e/split/college of health solutions, arizona state university, phoenix, az, united  states./split/shanghai university of sport, yangpu qu, shanghai shi, china."
5008,32920811,"gerotziafas, grigoris t/split/hematology and thrombosis center, hôpital tenon, hôpitaux universitaires de l'est  parisien, assistance publique hôpitaux de paris, faculté de médecine, sorbonne université, paris, france./split/research group cancer, haemostasis and angiogenesis,"" inserm u938, centre de  recherche saint-antoine, institut universitaire de cancérologie, faculty of medicine, sorbonne university, paris, france."
5008,32920811,"catalano, mariella/split/research center on vascular disease & angiology unit, department of biomedical  science, l sacco hospital, university of milan, milan, italy."
5008,32920811,"colgan, mary-paula/split/department of vascular surgery, st. james's hospital/trinity college dublin,  dublin, ireland."
5008,32920811,"pecsvarady, zsolt/split/department of vascular medicine, flor ferenc teaching hospital, kistarcsa,  hungary."
5008,32920811,"wautrecht, jean claude/split/service de pathologie vasculaire, hôpital erasme, université libre de bruxelle,  brussels, belgium."
5008,32920811,"fazeli, bahare/split/immunology department, avicenna (bu-ali) research institute, mashhad university  of medical sciences, iran."
5008,32920811,"olinic, dan-mircea/split/medical clinic no. 1, university of medicine and pharmacy, cluj-napoca, romania."
5008,32920811,"farkas, katalin/split/department of angiology, st. imre university teaching hospital, budapest,  hungary."
5008,32920811,"elalamy, ismail/split/hematology and thrombosis center, hôpital tenon, hôpitaux universitaires de l'est  parisien, assistance publique hôpitaux de paris, faculté de médecine, sorbonne université, paris, france./split/research group cancer, haemostasis and angiogenesis,"" inserm u938, centre de  recherche saint-antoine, institut universitaire de cancérologie, faculty of medicine, sorbonne university, paris, france./split/department of obstetrics and gynecology, i.m.sechenov first moscow state medical  university (sechenov university), moscow, russia."
5008,32920811,"falanga, anna/split/department of immunohematology and transfusion medicine, & the thrombosis and  hemostasis center, hospital papa giovanni xxiii, bergamo, italy."
5008,32920811,"fareed, jawed/split/department of pathology, loyola university medical center, maywood, illinois,  united states."
5008,32920811,"papageorgiou, chryssa/split/service anesthésie, réanimation et médecine périopératoire, hôpital tenon,  hôpitaux universitaires de l'est parisien, assistance publique hôpitaux de paris, faculté de médecine, sorbonne université, paris, france."
5008,32920811,"arellano, rosella s/split/philippine society of vascular medicine, manila, philippine."
5008,32920811,"agathagelou, petros/split/department of inrterventional cardiology, american heart institute of cyprus,  nicosia, cyprus."
5008,32920811,"antic, darco/split/clinic for hematology, clinical center of serbia, faculty of medicine, university  of belgrade, belgrade, serbia."
5008,32920811,"auad, luciana/split/medicina vascular, sanatorio allende córdoba, ciencias médicas, universidad  católica de córdoba, argentina."
5008,32920811,"banfic, ljiljana/split/university hospital center, school of medicine university of zagreb, croatia."
5008,32920811,"bartolomew, john r/split/cleveland clinic, cleveland, ohio, united states."
5008,32920811,"benczur, bela/split/balassa janos county hospital, university medical school, szeged, hungary."
5008,32920811,"bernardo, melissa b/split/philippine society of vascular medicine, manila, philippine."
5008,32920811,"boccardo, francesco/split/department of cardio-thoracic-vascular and endovascular surgery, unit of  lymphatic surgery, irccs s. martino hospital, university of genoa, italy."
5008,32920811,"cifkova, renate/split/department of preventive cardiology, thomayer teaching hospital, prague, czech  republic."
5008,32920811,"cosmi, benilde/split/angiology and blood coagulation, department of specialty, diagnostic and  experimental medicine, s. orsola-malpighi university hospital, university of bologna, bologna, italy."
5008,32920811,"de marchi, sergio/split/angiology unit, cardiovascular and thoracic and medicine department, verona  university hospital, verona, italy."
5008,32920811,"dimakakos, evangelos/split/vascular unit of 3rd department of internal medicine, sotiria hospital, national  and kapodistrian university of athens, athens, greece."
5008,32920811,"dimopoulos, meletios a/split/hellenic society of hematology, athens, greece./split/department of clinical therapeutics, school of medicine, national and  kapodistrian university of athens, athens, greece."
5008,32920811,"dimitrov, gabriel/split/research center on vascular disease & angiology unit, department of biomedical  science, l sacco hospital, university of milan, milan, italy."
5008,32920811,"durand-zaleski, isabelle/split/université de paris, cress, inserm, inra, urceco, ap-hp, hôpital de l'hôtel dieu,  paris, france."
5008,32920811,"edmonds, michael/split/diabetic foot clinic, king's college hospital, london, united kingdom."
5008,32920811,"el nazar, essam abo/split/departement of surgery, ministry of health, saudi arabia."
5008,32920811,"erer, dilek/split/department of cardiovascular surgery, faculty of medicine, gazi university,  besevler/ankara, turkey."
5008,32920811,"esponda, omar l/split/internal medicine department, hospital perea, mayaguez, puerto rico, united  states."
5008,32920811,"gresele, paolo/split/section of internal and cardiovascular medicine, department of medicine,  -university of perugia, perugia, italy."
5008,32920811,"gschwandtner, michael/split/medizinischeuniverstiät wien, universitätsklinik für innere medizin ii, klinische  abteilung für angiologie, vienna, austria."
5008,32920811,"gu, yongquan/split/department of vascular surgery, xuanwu hospital, capital medical university,  beijing china."
5008,32920811,"heinzmann, mónica/split/medicina vascular, sanatorio allende córdoba, ciencias médicas, universidad  católica de córdoba, argentina."
5008,32920811,"hamburg, naomi m/split/the whitaker cardiovascular institute department of medicine boston university  school of medicine, boston, massachusetts, united states."
5008,32920811,"hamadé, amer/split/vascular medicine unit, internal medicine department, king fahad university  hospital, imam abdulrahman bin faisal university, dammam, saudi arabia."
5008,32920811,"jatoi, noor-ahmed/split/department vascular medicine, mulhouse hospital center, mulhouse, france."
5008,32920811,"karahan, oguz/split/department of cardiovascular surgery, medical school of alaaddin keykubat  university, alanya/antalya, turkey."
5008,32920811,"karetova, debora/split/second department of medicine, department of cardiovascular medicine, charles  university in prague, prague, czech republic."
5008,32920811,"karplus, thomas/split/department of vascular medicine, concord repatriation general hospital, sydney,  australia."
5008,32920811,"klein-weigel, peter/split/klinik für angiologie, zentrum für innere medizin ii, ernst von bergmann  klinikum, potsdam, germany."
5008,32920811,"kolossvary, endre/split/department of angiology, st. imre university teaching hospital, budapest,  hungary."
5008,32920811,"kozak, matija/split/department for vascular diseases, medical faculty of ljubljana, university  medical center ljubljana, ljubljana, slovenia."
5008,32920811,"lefkou, eleftheria/split/board member of the institute for the study and education on thrombosis and  antithrombotic therapy, athens, greece."
5008,32920811,"lessiani, gianfranco/split/angiology unit, internal medicine department., città sant' angelo hospital, ausl  03, pescara, italy."
5008,32920811,"liew, aaron/split/portiuncula university hospital, soalta university health care group, national  university of ireland galway (nuig), galway, ireland."
5008,32920811,"marcoccia, antonella/split/unità di medicina vascolare e autoimmunità, criis-centro di riferimento  interdisciplinare per la sclerosi sistemica, rome, italy."
5008,32920811,"marshang, peter/split/department of internal medicine, central hospital of bolzano, bolzano, italy."
5008,32920811,"marakomichelakis, george/split/angiology unit, evangelismos general hospital, athens, greece."
5008,32920811,"matuska, jiri/split/matmed s.r.o., private angiology facility, hodonin, czech republic."
5008,32920811,"moraglia, luc/split/angiologie centre cours du médoc, médecine vasculaire travail, bordeaux, france."
5008,32920811,"pillon, sergio/split/uosd angiology, san camillo-forlanini hospital, national health institute iss,  rome, italy."
5008,32920811,"poredos, pavel/split/medical association of slovenia and sma, slovenia academic research centre,  slovenian medical academy, ljubljana, slovenia."
5008,32920811,"prior, manlio/split/angiology unit, azienda ospedaliera universitaria integrata di verona, verona,  italy."
5008,32920811,"salvador, david raymund k/split/philippine society of vascular medicine, manila, philippine."
5008,32920811,"schlager, oliver/split/division of angiology, department of internal medicine 2, medical university of  vienna, vienna, austria."
5008,32920811,"schernthaner, gerit/split/division of angiology, department of internal medicine 2, medical university of  vienna, vienna, austria."
5008,32920811,"sieron, alexander/split/department of internal medicine, angiology and physical medicine, medical  university of silesia, katowice, poland./split/specialist hospital, bytom, jan długosz university in częstochowa, częstochowa,  poland."
5008,32920811,"spaak, jonas/split/department of clinical sciences, danderyd hospital, division of cardiovascular  medicine, karolinska institutet, stockholm, stockholm county, sweden."
5008,32920811,"spyropoulos, alex/split/department of medicine, anticoagulation and clinical thrombosis services,  northwell health at lenox hill hospital, the donald and barbara zucker school of medicine at hofstra/northwell, the feinstein institute for medical research, new york, new york, united states."
5008,32920811,"sprynger, muriel/split/cardiology department, university hospital sart tilman, liege, belgium."
5008,32920811,"suput, dusan/split/center for clinical physiology, faculty of medicine, university of ljubljana,  ljubljana, slovenia."
5008,32920811,"stanek, agata/split/department of internal medicine, angiology and physical medicine, faculty of  medical sciences in zabrze, medical university of silesia, bytom, poland."
5008,32920811,"stvrtinova, viera/split/faculty of medicine, comenius university, bratislava, slovak republic."
5008,32920811,"szuba, andrzej/split/department of angiology, hypertension and diabetology, wroclaw medical  university, wroclaw, poland."
5008,32920811,"tafur, alfonso/split/vascular medicine university of chicago, northshore cardiovascular institute,  skokie, illinois, us army."
5008,32920811,"vandreden, patrick/split/research group cancer, haemostasis and angiogenesis,"" inserm u938, centre de  recherche saint-antoine, institut universitaire de cancérologie, faculty of medicine, sorbonne university, paris, france."
5008,32920811,"vardas, panagiotis e/split/medical school of crete, university of crete and heart sector, hellenic  healthcare group, athens, greece."
5008,32920811,"vasic, dragan/split/department of noninvasive vascular laboratory, clinic of vascular and  endovascular surgery, clinical centre of serbia, belgrade, serbia."
5008,32920811,"vikkula, miikka/split/human molecular genetics, de duve institute, university of louvain, brussels,  belgium."
5008,32920811,"wennberg, paul/split/department of cardiovascular medicine, gonda vascular center, mayo clinic,  rochester, minnesota, united states."
5008,32920811,"zhai, zhenguo/split/department of pulmonary and critical care medicine, center of respiratory  medicine, china-japan friendship hospital, peking university health science center, capital medical university, beijing, china./split/institute of respiratory medicine, chinese academy of medical sciences, beijing,  china."
5010,31763746,"vallance, jeff k/split/faculty of health disciplines, athabasca university, athabasca, alberta, canada."
5010,31763746,"nguyen, nga h/split/cancer epidemiology division, cancer council victoria, melbourne, victoria,  australia."
5010,31763746,"moore, melissa m/split/medical oncology, st vincent's hospital, melbourne, victoria, australia./split/department of medicine, the university of melbourne, melbourne, victoria,  australia."
5010,31763746,"reeves, marina m/split/school of public health, the university of queensland, brisbane, queensland,  australia."
5010,31763746,"rosenberg, dori e/split/kaiser permanente washington health research institute, seattle, washington."
5010,31763746,"boyle, terry/split/australian centre for precision health, school of health sciences, university of  south australia, adelaide, south australia, australia."
5010,31763746,"milton, shakira/split/department of general practice, melbourne medical school, the university of  melbourne, melbourne, victoria, australia."
5010,31763746,"friedenreich, christine m/split/department of cancer epidemiology and prevention research, alberta health  services, calgary, alberta, canada./split/departments of oncology and community health sciences, cumming school of  medicine, university of calgary, calgary, alberta, canada."
5010,31763746,"english, dallas r/split/cancer epidemiology division, cancer council victoria, melbourne, victoria,  australia./split/centre for epidemiology and biostatistics, melbourne school of population and  global health, the university of melbourne, melbourne, victoria, australia."
5010,31763746,"lynch, brigid m/split/cancer epidemiology division, cancer council victoria, melbourne, victoria,  australia./split/centre for epidemiology and biostatistics, melbourne school of population and  global health, the university of melbourne, melbourne, victoria, australia./split/physical activity laboratory, baker heart and diabetes institute, melbourne,  victoria, australia."
5011,31579026,"müller, andre matthias/split/health systems & behavioral sciences, saw swee hock school of public health,  national university of singapore and national university health system, singapore, singapore./split/centre for sport & exercise sciences, university of malaya, kuala lumpur,  malaysia."
5011,31579026,"wang, nan xin/split/health systems & behavioral sciences, saw swee hock school of public health,  national university of singapore and national university health system, singapore, singapore."
5011,31579026,"yao, jiali/split/saw swee hock school of public health, national university of singapore and  national university health system, singapore, singapore."
5011,31579026,"tan, chuen seng/split/saw swee hock school of public health, national university of singapore and  national university health system, singapore, singapore./split/yong loo lin school of medicine, national university of singapore and national  university health system, singapore, singapore."
5011,31579026,"low, ivan cherh chiet/split/department of physiology, yong loo lin school of medicine, national university of  singapore, singapore, singapore."
5011,31579026,"lim, nicole/split/health promotion board singapore, singapore, singapore."
5011,31579026,"tan, jeremy/split/health promotion board singapore, singapore, singapore."
5011,31579026,"tan, agnes/split/health promotion board singapore, singapore, singapore."
5011,31579026,"müller-riemenschneider, falk/split/health systems & behavioral sciences, saw swee hock school of public health,  national university of singapore and national university health system, singapore, singapore./split/yong loo lin school of medicine, national university of singapore and national  university health system, singapore, singapore./split/institute for social medicine, epidemiology and health economics, charite  university medical centre berlin, berlin, germany."
5013,32795352,"van der kamp, m r/split/department of paediatrics, medisch spectrum twente, enschede, netherlands.  mattienne@gmail.com./split/department of biomedical signals and systems, university of twente, enschede,  netherlands. mattienne@gmail.com./split/roessingh research and development, enschede, the netherlands.  mattienne@gmail.com."
5013,32795352,"klaver, e c/split/department of paediatrics, medisch spectrum twente, enschede, netherlands."
5013,32795352,"thio, b j/split/department of paediatrics, medisch spectrum twente, enschede, netherlands./split/medical school twente, medisch spectrum twente, enschede, netherlands."
5013,32795352,"driessen, j m m/split/ocon sport, hengelo, netherlands./split/department of sports medicine, ziekenhuis tjongerschans, heerenveen, netherlands."
5013,32795352,"de jongh, f h c/split/department of pulmonology, medisch spectrum twente, enschede, netherlands./split/department of engineering fluid dynamics, university of twente, enschede,  netherlands."
5013,32795352,"tabak, m/split/department of biomedical signals and systems, university of twente, enschede,  netherlands./split/roessingh research and development, enschede, the netherlands."
5013,32795352,"van der palen, j/split/medical school twente, medisch spectrum twente, enschede, netherlands./split/department of research methodology, measurement and data analysis, university of  twente, enschede, netherlands."
5013,32795352,"hermens, h j/split/department of biomedical signals and systems, university of twente, enschede,  netherlands./split/roessingh research and development, enschede, the netherlands."
5014,33144141,"barroso, maría/split/cardiovascular epidemiology and genetics research group, imim-hospital del mar  research institute, barcelona, spain; department of pediatrics, obstetrics, gynecology and preventive medicine, school of medicine, autonomous university of barcelona, spain; eastfield health, ashburton, new zealand."
5014,33144141,"zomeño, m dolors/split/cardiovascular risk and nutrition, imim-hospital del mar medical research  institute, barcelona, spain; school of health sciences, blanquerna-ramon llull university, barcelona, spain."
5014,33144141,"díaz, jorge l/split/cardiovascular epidemiology and genetics research group, imim-hospital del mar  research institute, barcelona, spain; docent unit preventive medicine and public health parc de salut mar, barcelona public health agency, pompeu-fabra university, barcelona, spain."
5014,33144141,"pérez-fernández, silvia/split/regicor research group, imim-hospital del mar medical research institute,  barcelona, spain; consortium for biomedical research in cardiovascular disease (cibercv), barcelona, spain."
5014,33144141,"martí-lluch, ruth/split/isv girona, idiap jordi gol, girona, catalunya, spain."
