,PMID,Mesh_terms
2988,20800198,"fractures, open/surgery"
2988,20800198,*general surgery
2988,20800198,heart ventricles/injuries/surgery
2988,20800198,"hematoma, subdural/etiology/surgery"
2988,20800198,humans
2988,20800198,*internship and residency
2988,20800198,male
2988,20800198,motor skills
2988,20800198,*psychomotor performance
2988,20800198,*robotics/instrumentation
2988,20800198,san francisco
2988,20800198,"specialties, surgical/*education"
2988,20800198,sutures
2988,20800198,swine
2988,20800198,task performance and analysis
2988,20800198,teaching/*methods
2988,20800198,*telemedicine
2988,20800198,tibial fractures/surgery
2988,20800198,wounds and injuries/surgery
2988,20800198,"wounds, penetrating/surgery"
2989,21154300,adolescent
2989,21154300,adult
2989,21154300,aged
2989,21154300,cardiovascular diseases/*epidemiology/mortality
2989,21154300,cause of death
2989,21154300,female
2989,21154300,humans
2989,21154300,male
2989,21154300,middle aged
2989,21154300,*naval medicine
2989,21154300,retrospective studies
2989,21154300,*telemedicine
2989,21154300,united states/epidemiology
2989,21154300,young adult
2990,20511574,cardiology/*methods
2990,20511574,*echocardiography
2990,20511574,"efficiency, organizational"
2990,20511574,equipment design
2990,20511574,humans
2990,20511574,medical informatics applications
2990,20511574,pediatrics/*methods
2990,20511574,remote consultation/*methods
2990,20511574,telemedicine
2990,20511574,*videoconferencing/instrumentation
2990,20511574,wales
2991,20304131,cardiac surgical procedures/education/ethics
2991,20304131,group processes
2991,20304131,humans
2991,20304131,minimally invasive surgical procedures/*education/ethics
2991,20304131,telemedicine
2991,20304131,thoracic surgical procedures/*education/ethics
2992,19566401,aged
2992,19566401,"aged, 80 and over"
2992,19566401,female
2992,19566401,heart failure/*drug therapy/*therapy
2992,19566401,humans
2992,19566401,male
2992,19566401,"*monitoring, ambulatory"
2992,19566401,netherlands
2992,19566401,*patient compliance
2992,19566401,surveys and questionnaires
2992,19566401,*telemedicine
2993,19948507,"cardiology service, hospital/economics/organization & administration"
2993,19948507,health care costs/statistics & numerical data
2993,19948507,"heart defects, congenital/*diagnostic imaging/economics"
2993,19948507,"hospitals, district/economics/organization & administration"
2993,19948507,"hospitals, general/economics/organization & administration"
2993,19948507,humans
2993,19948507,infant
2993,19948507,"infant, newborn"
2993,19948507,internet/economics
2993,19948507,northern ireland
2993,19948507,patient transfer/statistics & numerical data
2993,19948507,prospective studies
2993,19948507,teleradiology/economics/*methods
2993,19948507,ultrasonography
2993,19948507,unnecessary procedures/statistics & numerical data
2994,21095954,algorithms
2994,21095954,computer communication networks
2994,21095954,emergency medical services/*organization & administration
2994,21095954,equipment design
2994,21095954,humans
2994,21095954,"monitoring, physiologic/methods"
2994,21095954,program development
2994,21095954,proportional hazards models
2994,21095954,remote consultation/*methods
2994,21095954,risk
2994,21095954,risk assessment
2994,21095954,telemedicine/*methods
2995,21096428,aged
2995,21096428,algorithms
2995,21096428,biometry/*instrumentation/*methods
2995,21096428,computer communication networks/*instrumentation
2995,21096428,computer security
2995,21096428,electrocardiography/*instrumentation/methods
2995,21096428,equipment design
2995,21096428,europe
2995,21096428,female
2995,21096428,heart rate
2995,21096428,humans
2995,21096428,male
2995,21096428,middle aged
2995,21096428,reproducibility of results
2995,21096428,semiconductors
2995,21096428,telemedicine/*instrumentation/methods
2996,20841903,*cell phone
2996,20841903,heart failure/*diagnosis
2996,20841903,humans
2996,20841903,telemedicine/*methods
2997,20484324,aged
2997,20484324,chronic disease/*therapy
2997,20484324,disabled persons
2997,20484324,*disease management
2997,20484324,health planning
2997,20484324,health policy
2997,20484324,health services/statistics & numerical data
2997,20484324,*health services administration
2997,20484324,humans
2997,20484324,indiana
2997,20484324,*medicaid
2997,20484324,medication adherence/statistics & numerical data
2997,20484324,*narration
2997,20484324,program development
2997,20484324,telemedicine/*methods
2997,20484324,telephone
2997,20484324,united states
2998,19340758,disease management
2998,19340758,*evidence-based medicine
2998,19340758,heart failure/*mortality/*therapy
2998,19340758,humans
2998,19340758,interdisciplinary communication
2998,19340758,"*monitoring, physiologic/methods"
2998,19340758,randomized controlled trials as topic
2998,19340758,telemedicine/*methods
2999,19464132,developing countries
2999,19464132,heart/*diagnostic imaging
2999,19464132,humans
2999,19464132,iron overload/*diagnostic imaging
2999,19464132,remote consultation
2999,19464132,thalassemia/diagnostic imaging
2999,19464132,"*tomography, x-ray computed"
3000,19590027,aged
3000,19590027,"aged, 80 and over"
3000,19590027,"*decision support systems, clinical"
3000,19590027,female
3000,19590027,health status
3000,19590027,heart failure/mortality/*therapy
3000,19590027,humans
3000,19590027,logistic models
3000,19590027,male
3000,19590027,middle aged
3000,19590027,"monitoring, ambulatory/*methods"
3000,19590027,quality of life
3000,19590027,remote consultation/*methods
3000,19590027,self care/methods
3000,19590027,telephone
3001,19114904,adult
3001,19114904,cardiopulmonary resuscitation/*education
3001,19114904,cell phone
3001,19114904,chest wall oscillation/*methods/standards
3001,19114904,emergency medical service communication systems
3001,19114904,heart arrest/*therapy
3001,19114904,humans
3001,19114904,manikins
3001,19114904,middle aged
3001,19114904,"outcome and process assessment, health care"
3001,19114904,public facilities
3001,19114904,"*quality assurance, health care"
3001,19114904,remote consultation/instrumentation
3001,19114904,*videoconferencing
3002,19919196,*analog-digital conversion
3002,19919196,computer communication networks/*instrumentation
3002,19919196,"electrocardiography, ambulatory/instrumentation/methods"
3002,19919196,humans
3002,19919196,photoplethysmography/instrumentation/methods
3002,19919196,"signal processing, computer-assisted/*instrumentation"
3002,19919196,systems integration
3002,19919196,telemedicine/*instrumentation/methods
3002,19919196,telemetry/*instrumentation/methods
3002,19919196,vital signs
3003,18760959,aged
3003,18760959,blood glucose/analysis
3003,18760959,*cell phone
3003,18760959,diabetes mellitus/*therapy
3003,18760959,female
3003,18760959,heart diseases/*therapy
3003,18760959,humans
3003,18760959,internet
3003,18760959,male
3003,18760959,middle aged
3003,18760959,"monitoring, physiologic/instrumentation/*methods"
3003,18760959,*telemedicine
3004,18776998,aged
3004,18776998,"cardiac pacing, artificial/adverse effects"
3004,18776998,cell phone
3004,18776998,"defibrillators, implantable/*adverse effects"
3004,18776998,equipment failure
3004,18776998,female
3004,18776998,follow-up studies
3004,18776998,humans
3004,18776998,male
3004,18776998,middle aged
3004,18776998,"pacemaker, artificial/adverse effects"
3004,18776998,pilot projects
3004,18776998,prospective studies
3004,18776998,telemedicine/*methods
3004,18776998,telemetry/*methods
3004,18776998,time factors
3004,18776998,treatment outcome
3005,21115435,adult
3005,21115435,aged
3005,21115435,*attitude of health personnel
3005,21115435,cell phone/*statistics & numerical data
3005,21115435,feasibility studies
3005,21115435,female
3005,21115435,heart failure/*rehabilitation
3005,21115435,humans
3005,21115435,male
3005,21115435,middle aged
3005,21115435,"monitoring, physiologic/*methods"
3005,21115435,ontario
3005,21115435,"outcome assessment, health care"
3005,21115435,patient participation/*statistics & numerical data
3005,21115435,*professional-patient relations
3005,21115435,quality of life
3005,21115435,remote consultation/*statistics & numerical data
3005,21115435,self care
3005,21115435,surveys and questionnaires pmc cois
3006,18786954,cardiology/*economics/methods
3006,18786954,"cardiology service, hospital/*economics"
3006,18786954,child
3006,18786954,"child, preschool"
3006,18786954,england
3006,18786954,female
3006,18786954,hospital costs
3006,18786954,"hospitals, district/*economics"
3006,18786954,humans
3006,18786954,infant
3006,18786954,"infant, newborn"
3006,18786954,london
3006,18786954,male
3006,18786954,pediatrics/*economics/methods
3006,18786954,prospective studies
3006,18786954,remote consultation/*economics
3006,18786954,state medicine/*economics
3007,20144406,algorithms
3007,20144406,blood glucose/*metabolism
3007,20144406,*clinical alarms
3007,20144406,diagnostic equipment
3007,20144406,equipment design
3007,20144406,*geographic information systems/instrumentation
3007,20144406,humans
3007,20144406,hypoglycemia/blood/*chemically induced/diagnosis/prevention & control
3007,20144406,hypoglycemic agents/administration & dosage/*adverse effects
3007,20144406,insulin/administration & dosage/*adverse effects
3007,20144406,insulin infusion systems
3007,20144406,"monitoring, physiologic/instrumentation/*methods"
3007,20144406,predictive value of tests
3007,20144406,severity of illness index
3007,20144406,systems integration
3007,20144406,*telemedicine/instrumentation pmc
3008,19720768,activities of daily living
3008,19720768,adult
3008,19720768,aged
3008,19720768,"aged, 80 and over"
3008,19720768,"arrhythmias, cardiac/*diagnosis"
3008,19720768,blood pressure/*physiology
3008,19720768,*body weight
3008,19720768,*environmental monitoring
3008,19720768,feasibility studies
3008,19720768,female
3008,19720768,finland
3008,19720768,health status
3008,19720768,humans
3008,19720768,male
3008,19720768,middle aged
3008,19720768,patient compliance
3008,19720768,surveys and questionnaires
3008,19720768,telemedicine/*organization & administration/standards
3008,19720768,telemetry/instrumentation/*methods
3009,19390339,aged
3009,19390339,*attitude to computers
3009,19390339,*attitude to health
3009,19390339,disease management
3009,19390339,female
3009,19390339,health behavior
3009,19390339,*heart failure/prevention & control/psychology
3009,19390339,home care services/organization & administration
3009,19390339,house calls
3009,19390339,humans
3009,19390339,internet/organization & administration
3009,19390339,male
3009,19390339,nebraska
3009,19390339,nursing methodology research
3009,19390339,patient education as topic/*organization & administration
3009,19390339,reminder systems
3009,19390339,self care/methods/psychology
3009,19390339,surveys and questionnaires
3009,19390339,telemedicine/*organization & administration
3009,19390339,telephone
3009,19390339,user-computer interface
3010,19292622,humans
3010,19292622,*robotics
3010,19292622,*rural population
3010,19292622,*teleradiology
3010,19292622,time factors
3011,21194045,*disease management
3011,21194045,heart diseases/*drug therapy/nursing/therapy
3011,21194045,humans
3011,21194045,internet/*instrumentation/trends
3011,21194045,patient-centered care
3011,21194045,risk factors
3011,21194045,risk reduction behavior
3011,21194045,telemedicine/*instrumentation/trends
3011,21194045,telemetry/*instrumentation/methods/trends
3012,21068527,acute disease
3012,21068527,emergency medicine/*organization & administration
3012,21068527,forecasting
3012,21068527,health services needs and demand
3012,21068527,healthcare disparities
3012,21068527,heart arrest/epidemiology/*therapy
3012,21068527,hospital mortality
3012,21068527,humans
3012,21068527,incidence
3012,21068527,"models, organizational"
3012,21068527,myocardial infarction/epidemiology/*therapy
3012,21068527,"national academies of science, engineering, and medicine, u.s., health and  medicine division"
3012,21068527,practice guidelines as topic
3012,21068527,"practice patterns, physicians'/organization & administration"
3012,21068527,referral and consultation/organization & administration
3012,21068527,regional medical programs/*organization & administration
3012,21068527,stroke/epidemiology/*therapy
3012,21068527,telemedicine/organization & administration
3012,21068527,total quality management/organization & administration
3012,21068527,treatment outcome
3012,21068527,triage
3012,21068527,united states/epidemiology
3013,20061654,echocardiography/trends
3013,20061654,heart failure/diagnosis/*therapy
3013,20061654,humans
3013,20061654,"image processing, computer-assisted"
3013,20061654,italy
3013,20061654,telemedicine/*trends
3014,20662868,algorithms
3014,20662868,"cardiography, impedance/instrumentation/methods"
3014,20662868,*disease management
3014,20662868,female
3014,20662868,"heart failure, systolic/*diagnosis/pathology"
3014,20662868,humans
3014,20662868,*internet
3014,20662868,male
3014,20662868,middle aged
3014,20662868,pilot projects
3014,20662868,program evaluation
3014,20662868,remote consultation/instrumentation/*methods
3015,19548823,aged
3015,19548823,"aged, 80 and over"
3015,19548823,cardiovascular diseases/*diagnosis/epidemiology
3015,19548823,cost-benefit analysis
3015,19548823,*echocardiography
3015,19548823,humans
3015,19548823,middle aged
3015,19548823,rural population
3015,19548823,sweden/epidemiology
3015,19548823,telemedicine/*economics
3016,20515476,aged
3016,20515476,dipyridamole
3016,20515476,"*echocardiography, stress"
3016,20515476,*heart transplantation
3016,20515476,humans
3016,20515476,middle aged
3016,20515476,*referral and consultation
3016,20515476,*telemedicine
3016,20515476,*tissue donors
3016,20515476,vasodilator agents pmc
3017,19218576,adult
3017,19218576,ambulatory care facilities
3017,19218576,brugada syndrome/physiopathology/*therapy
3017,19218576,case-control studies
3017,19218576,"defibrillators, implantable/*adverse effects"
3017,19218576,"electrocardiography, ambulatory/*methods"
3017,19218576,"electrophysiologic techniques, cardiac"
3017,19218576,equipment failure
3017,19218576,equipment safety
3017,19218576,female
3017,19218576,humans
3017,19218576,male
3017,19218576,middle aged
3017,19218576,"monitoring, physiologic/*methods"
3017,19218576,prospective studies
3017,19218576,"tachycardia, ventricular/physiopathology/*prevention & control"
3017,19218576,telemedicine/*methods
3018,20421189,aged
3018,20421189,"aged, 80 and over"
3018,20421189,altitude sickness/diagnosis/physiopathology
3018,20421189,*clothing
3018,20421189,"*electrocardiography, ambulatory/instrumentation/methods"
3018,20421189,female
3018,20421189,humans
3018,20421189,hypoxia/diagnosis/*physiopathology
3018,20421189,male
3018,20421189,middle aged
3018,20421189,"monitoring, ambulatory/instrumentation/methods"
3018,20421189,mountaineering
3018,20421189,*polysomnography/instrumentation/methods
3018,20421189,telemedicine
3018,20421189,textiles
3018,20421189,weather
3019,20233536,asians
3019,20233536,case-control studies
3019,20233536,cost-benefit analysis
3019,20233536,female
3019,20233536,follow-up studies
3019,20233536,health care costs/*statistics & numerical data
3019,20233536,"heart failure, systolic/*economics/*nursing"
3019,20233536,"home care services, hospital-based/*economics"
3019,20233536,humans
3019,20233536,length of stay
3019,20233536,male
3019,20233536,middle aged
3019,20233536,"outcome assessment, health care/*economics"
3019,20233536,patient readmission
3019,20233536,prospective studies
3019,20233536,survival rate
3019,20233536,telemedicine
3019,20233536,telephone
3020,21200105,acute disease
3020,21200105,anemia/virology
3020,21200105,"anemia, hemolytic, congenital/virology"
3020,21200105,"antibodies, viral/blood"
3020,21200105,cardiomegaly/diagnostic imaging/virology
3020,21200105,child
3020,21200105,"dna, viral/blood"
3020,21200105,echocardiography
3020,21200105,female
3020,21200105,humans
3020,21200105,immunoglobulin m/blood
3020,21200105,parvoviridae infections/*complications/diagnosis
3020,21200105,"parvovirus b19, human/genetics/immunology/*isolation & purification"
3020,21200105,pericardial effusion/diagnostic imaging/virology
3020,21200105,pericarditis/*virology
3020,21200105,radiography
3020,21200105,teleradiology
3021,19340750,chronic disease
3021,19340750,cost savings
3021,19340750,cost-benefit analysis
3021,19340750,disease progression
3021,19340750,health care costs
3021,19340750,heart failure/diagnosis/mortality/*therapy
3021,19340750,humans
3021,19340750,*interdisciplinary communication
3021,19340750,"monitoring, ambulatory"
3021,19340750,"*monitoring, physiologic"
3021,19340750,patient care management/*methods/standards
3021,19340750,patient care team
3021,19340750,telemedicine/economics/*standards
3021,19340750,telemetry/economics/*methods
3022,19471029,aged
3022,19471029,"aged, 80 and over"
3022,19471029,australia
3022,19471029,case-control studies
3022,19471029,continuity of patient care
3022,19471029,*delivery of health care/economics/methods
3022,19471029,female
3022,19471029,follow-up studies
3022,19471029,heart failure/economics/*therapy
3022,19471029,humans
3022,19471029,male
3022,19471029,*remote consultation/economics
3022,19471029,veterans
3023,19442285,acceleration
3023,19442285,*blood pressure
3023,19442285,blood pressure determination/*methods
3023,19442285,"diagnosis, computer-assisted/*methods"
3023,19442285,exercise test
3023,19442285,female
3023,19442285,heart auscultation/*methods
3023,19442285,humans
3023,19442285,male
3023,19442285,middle aged
3023,19442285,*myocardial contraction
3023,19442285,reproducibility of results
3023,19442285,sensitivity and specificity
3023,19442285,"stress, mechanical"
3023,19442285,telemedicine/*methods
3023,19442285,"ventricular dysfunction, left/*diagnosis/*physiopathology pmc"
3024,19423851,american heart association
3024,19423851,cost-benefit analysis
3024,19423851,delivery of health care/economics/*trends
3024,19423851,*health planning guidelines
3024,19423851,health policy/economics/*trends
3024,19423851,humans
3024,19423851,"outcome assessment, health care"
3024,19423851,stroke/prevention & control/*therapy
3024,19423851,stroke rehabilitation
3024,19423851,telemedicine/economics/*trends
3024,19423851,united states
3025,20021651,adult
3025,20021651,attitude of health personnel
3025,20021651,family practice/*organization & administration
3025,20021651,female
3025,20021651,humans
3025,20021651,male
3025,20021651,middle aged
3025,20021651,"physicians, family/psychology"
3025,20021651,*quality of health care
3025,20021651,*remote consultation/statistics & numerical data
3025,20021651,rural health services/organization & administration/*standards pmc
3026,18809294,aged
3026,18809294,amlodipine/therapeutic use
3026,18809294,antihypertensive agents/therapeutic use
3026,18809294,blood pressure
3026,18809294,"blood pressure monitoring, ambulatory"
3026,18809294,carotid stenosis/*surgery
3026,18809294,cost-benefit analysis
3026,18809294,"*endarterectomy, carotid/adverse effects/economics"
3026,18809294,feasibility studies
3026,18809294,female
3026,18809294,heart rate
3026,18809294,humans
3026,18809294,*internet
3026,18809294,*length of stay/economics
3026,18809294,male
3026,18809294,manometry
3026,18809294,*patient discharge/economics
3026,18809294,patient satisfaction
3026,18809294,pilot projects
3026,18809294,postoperative care
3026,18809294,program evaluation
3026,18809294,surveys and questionnaires
3026,18809294,*telemedicine/economics
3026,18809294,time factors
3026,18809294,treatment outcome
3026,18809294,video recording
3026,18809294,wound healing
3027,20061657,algorithms
3027,20061657,data compression/*standards
3027,20061657,echocardiography/*standards
3027,20061657,heart/physiopathology
3027,20061657,heart diseases/diagnostic imaging/physiopathology
3027,20061657,heart valve diseases/diagnostic imaging
3027,20061657,humans
3027,20061657,"image processing, computer-assisted"
3027,20061657,mitral valve/diagnostic imaging
3027,20061657,telemedicine/*standards
3027,20061657,"ventricular dysfunction, left/diagnostic imaging"
3028,20691830,aged
3028,20691830,behavior therapy/*economics
3028,20691830,cost savings
3028,20691830,cost-benefit analysis
3028,20691830,decision support techniques
3028,20691830,female
3028,20691830,health care costs/statistics & numerical data
3028,20691830,health services/statistics & numerical data
3028,20691830,hospitalization/economics
3028,20691830,"hospitals, veterans/economics"
3028,20691830,humans
3028,20691830,hypertension/economics/*prevention & control
3028,20691830,male
3028,20691830,middle aged
3028,20691830,north carolina
3028,20691830,"nursing staff, hospital/economics"
3028,20691830,primary health care/*economics
3028,20691830,telemedicine/*economics/methods
3028,20691830,telephone
3028,20691830,veterans
3029,20873466,chronic disease
3029,20873466,cost-benefit analysis
3029,20873466,"defibrillators, implantable/economics/*trends"
3029,20873466,evidence-based medicine
3029,20873466,heart failure/*diagnosis/economics/*therapy
3029,20873466,humans
3029,20873466,"monitoring, ambulatory/economics/*trends"
3029,20873466,patient satisfaction
3029,20873466,quality of life
3029,20873466,telemedicine/economics/*trends
3029,20873466,treatment outcome
3030,19289900,aged
3030,19289900,"aged, 80 and over"
3030,19289900,coronary artery bypass
3030,19289900,data collection
3030,19289900,"data interpretation, statistical"
3030,19289900,*electrocardiography/instrumentation
3030,19289900,female
3030,19289900,follow-up studies
3030,19289900,germany
3030,19289900,humans
3030,19289900,internationality
3030,19289900,lithuania
3030,19289900,male
3030,19289900,myocardial ischemia/*diagnosis
3030,19289900,practice guidelines as topic
3030,19289900,preoperative care
3030,19289900,*remote consultation
3030,19289900,risk factors
3030,19289900,software
3030,19289900,*telemedicine/organization & administration
3030,19289900,*telephone
3030,19289900,time factors
3031,21191167,aged
3031,21191167,"aged, 80 and over"
3031,21191167,chronic disease
3031,21191167,female
3031,21191167,*home care services
3031,21191167,humans
3031,21191167,*lung diseases
3031,21191167,male
3031,21191167,middle aged
3031,21191167,new south wales
3031,21191167,*telemedicine
3032,20883060,adrenergic beta-antagonists/administration & dosage/*therapeutic use
3032,20883060,aged
3032,20883060,female
3032,20883060,follow-up studies
3032,20883060,heart failure/*drug therapy/mortality
3032,20883060,humans
3032,20883060,male
3032,20883060,*medication adherence
3032,20883060,"*monitoring, ambulatory"
3032,20883060,patient care team
3032,20883060,patient readmission
3032,20883060,*telemedicine
3033,19398082,adult
3033,19398082,aged
3033,19398082,exercise test/*instrumentation/methods
3033,19398082,exercise tolerance/physiology
3033,19398082,female
3033,19398082,heart failure/diagnosis/*physiopathology/*therapy
3033,19398082,humans
3033,19398082,male
3033,19398082,middle aged
3033,19398082,telemedicine/*instrumentation/methods
3033,19398082,time factors
3033,19398082,walking/*physiology
3034,19521935,"arrhythmias, cardiac/*diagnosis/etiology/therapy"
3034,19521935,"*defibrillators, implantable"
3034,19521935,feasibility studies
3034,19521935,female
3034,19521935,follow-up studies
3034,19521935,heart diseases/*complications/*therapy
3034,19521935,heart failure/etiology/mortality
3034,19521935,home nursing/*methods
3034,19521935,humans
3034,19521935,male
3034,19521935,middle aged
3034,19521935,poland
3034,19521935,remote consultation/*methods
3034,19521935,reproducibility of results
3034,19521935,retrospective studies
3034,19521935,survival rate
3034,19521935,"tachycardia, supraventricular/diagnosis/etiology/therapy"
3034,19521935,telemetry/*methods
3035,19103654,adult
3035,19103654,aged
3035,19103654,"arrhythmias, cardiac/physiopathology/*prevention & control"
3035,19103654,cardiomyopathies/physiopathology/*therapy
3035,19103654,"defibrillators, implantable/*adverse effects"
3035,19103654,"electrocardiography, ambulatory/*methods"
3035,19103654,"electrophysiologic techniques, cardiac"
3035,19103654,equipment failure
3035,19103654,equipment safety
3035,19103654,female
3035,19103654,humans
3035,19103654,male
3035,19103654,middle aged
3035,19103654,"monitoring, physiologic/*methods"
3035,19103654,office visits
3035,19103654,reproducibility of results
3035,19103654,retrospective studies
3035,19103654,telemedicine/*methods
3036,20615108,adult
3036,20615108,aged
3036,20615108,blood glucose/*analysis
3036,20615108,"diabetes mellitus, type 2/blood/*drug therapy"
3036,20615108,female
3036,20615108,humans
3036,20615108,insulin/administration & dosage/*analogs & derivatives/therapeutic use
3036,20615108,insulin glargine
3036,20615108,"insulin, long-acting"
3036,20615108,male
3036,20615108,middle aged
3036,20615108,postprandial period/physiology
3036,20615108,telemedicine/instrumentation/*methods
3036,20615108,treatment outcome
3037,19335855,"arrhythmias, cardiac/*diagnosis/*epidemiology"
3037,19335855,"electrocardiography, ambulatory/*methods/*statistics & numerical data"
3037,19335855,female
3037,19335855,humans
3037,19335855,incidence
3037,19335855,male
3037,19335855,middle aged
3037,19335855,ontario/epidemiology
3037,19335855,professional competence/*statistics & numerical data
3037,19335855,reproducibility of results
3037,19335855,sensitivity and specificity
3037,19335855,telemedicine/methods/*statistics & numerical data
3038,20384270,"diagnosis, computer-assisted/*methods"
3038,20384270,heart rate/*physiology
3038,20384270,humans
3038,20384270,"monitoring, ambulatory/*methods"
3038,20384270,*radar
3038,20384270,radio waves
3038,20384270,reproducibility of results
3038,20384270,respiratory mechanics/*physiology
3038,20384270,sensitivity and specificity
3038,20384270,telemedicine/*methods pmc
3039,19755186,acceleration
3039,19755186,aged
3039,19755186,analysis of variance
3039,19755186,coronary artery bypass/*rehabilitation
3039,19755186,energy metabolism
3039,19755186,exercise therapy
3039,19755186,female
3039,19755186,health status indicators
3039,19755186,humans
3039,19755186,male
3039,19755186,motor activity
3039,19755186,psychometrics
3039,19755186,statistics as topic
3039,19755186,surveys and questionnaires
3039,19755186,*telemedicine
3039,19755186,time factors
3039,19755186,*treatment outcome pmc mid
3040,19806390,adolescent
3040,19806390,anticoagulants/*administration & dosage/adverse effects
3040,19806390,child
3040,19806390,"child, preschool"
3040,19806390,consumer behavior
3040,19806390,drug monitoring/*methods
3040,19806390,female
3040,19806390,"heart defects, congenital/*drug therapy"
3040,19806390,hemorrhage/chemically induced/prevention & control
3040,19806390,"*home care services, hospital-based"
3040,19806390,humans
3040,19806390,*international normalized ratio
3040,19806390,male
3040,19806390,safety
3040,19806390,*telemedicine
3040,19806390,united kingdom
3040,19806390,warfarin/*administration & dosage/adverse effects
3041,20643610,algorithms
3041,20643610,body temperature
3041,20643610,*clothing
3041,20643610,electrocardiography
3041,20643610,equipment design
3041,20643610,heart rate
3041,20643610,*hospitals
3041,20643610,humans
3041,20643610,medical informatics applications
3041,20643610,"monitoring, physiologic/instrumentation/*methods"
3041,20643610,posture
3041,20643610,reproducibility of results
3041,20643610,*software
3041,20643610,telemedicine/instrumentation/*methods
3041,20643610,telemetry/instrumentation/*methods
3042,19815903,aged
3042,19815903,"aged, 80 and over"
3042,19815903,case-control studies
3042,19815903,chronic disease
3042,19815903,diabetes mellitus/*therapy
3042,19815903,"emergency service, hospital/statistics & numerical data"
3042,19815903,female
3042,19815903,"health knowledge, attitudes, practice"
3042,19815903,heart failure/*therapy
3042,19815903,*home care services
3042,19815903,humans
3042,19815903,male
3042,19815903,middle aged
3042,19815903,patient readmission
3042,19815903,prospective studies
3042,19815903,telemedicine/*instrumentation
3042,19815903,telemetry/*methods
3042,19815903,*telephone pmc mid
3043,20416042,adult
3043,20416042,aged
3043,20416042,ambulatory care/methods
3043,20416042,body image
3043,20416042,combined modality therapy
3043,20416042,"diabetes mellitus, type 2/complications/psychology/*therapy"
3043,20416042,energy metabolism
3043,20416042,health behavior
3043,20416042,hospitalization
3043,20416042,humans
3043,20416042,middle aged
3043,20416042,obesity/complications/psychology/*therapy
3043,20416042,*patient care team
3043,20416042,program evaluation
3043,20416042,quality of life
3043,20416042,telemedicine/*methods
3043,20416042,weight loss
3043,20416042,young adult pmc
3044,18222552,aged
3044,18222552,chronic disease
3044,18222552,female
3044,18222552,follow-up studies
3044,18222552,heart failure/*economics/*therapy
3044,18222552,"home care services, hospital-based/economics"
3044,18222552,humans
3044,18222552,male
3044,18222552,middle aged
3044,18222552,patient readmission/*economics/trends
3044,18222552,telemedicine/*economics/*methods
3045,20511571,attitude of health personnel
3045,20511571,automation
3045,20511571,*body weight
3045,20511571,chronic disease/psychology
3045,20511571,heart failure/psychology/*therapy
3045,20511571,humans
3045,20511571,interviews as topic
3045,20511571,*medical informatics applications
3045,20511571,nurses/psychology
3045,20511571,patient satisfaction
3045,20511571,telemedicine/*methods
3045,20511571,telemetry/*methods
3046,19895530,cardiac tamponade/*surgery
3046,19895530,heart injuries/diagnosis/*surgery
3046,19895530,humans
3046,19895530,male
3046,19895530,middle aged
3046,19895530,pericardial effusion/etiology/surgery
3046,19895530,referral and consultation
3046,19895530,*telemedicine
3046,19895530,thoracic injuries/diagnosis/*surgery
3046,19895530,"wounds, stab/diagnosis/*surgery"
3047,21191161,anticoagulants/*therapeutic use
3047,21191161,cell phone/*instrumentation
3047,21191161,"*decision support systems, clinical"
3047,21191161,feasibility studies
3047,21191161,humans
3047,21191161,telemedicine/*methods
3048,19011260,aged
3048,19011260,atrial fibrillation/*diagnosis/*prevention & control
3048,19011260,biotechnology/methods
3048,19011260,"diagnosis, computer-assisted/*methods"
3048,19011260,"electrocardiography, ambulatory/*methods"
3048,19011260,female
3048,19011260,humans
3048,19011260,male
3048,19011260,telemedicine/*methods
3048,19011260,telemetry/*methods
3048,19011260,treatment outcome
3049,21096431,algorithms
3049,21096431,biosensing techniques
3049,21096431,blood glucose self-monitoring/instrumentation
3049,21096431,*computer communication networks
3049,21096431,computer graphics
3049,21096431,computer security
3049,21096431,diabetes mellitus/diagnosis/*therapy
3049,21096431,electrocardiography/instrumentation
3049,21096431,equipment design
3049,21096431,heart diseases/diagnosis/*therapy
3049,21096431,humans
3049,21096431,"monitoring, physiologic/*methods"
3049,21096431,"signal processing, computer-assisted"
3049,21096431,telemedicine/*instrumentation/methods
3049,21096431,user-computer interface
3050,19687005,acute disease
3050,19687005,adrenergic beta-antagonists/therapeutic use
3050,19687005,aged
3050,19687005,angiotensin ii type 1 receptor blockers/therapeutic use
3050,19687005,angiotensin-converting enzyme inhibitors/therapeutic use
3050,19687005,blood pressure
3050,19687005,body weight
3050,19687005,*cell phone
3050,19687005,electronic mail
3050,19687005,female
3050,19687005,follow-up studies
3050,19687005,heart failure/drug therapy/rehabilitation/*therapy
3050,19687005,heart rate
3050,19687005,humans
3050,19687005,male
3050,19687005,middle aged
3050,19687005,"monitoring, physiologic/methods"
3050,19687005,patient selection
3050,19687005,physicians
3050,19687005,professional-patient relations
3050,19687005,telemedicine/*methods
3050,19687005,telemetry/*methods pmc cois
3051,20543337,electrocardiography/*standards
3051,20543337,humans
3051,20543337,*internet
3051,20543337,*remote consultation
3052,21095687,algorithms
3052,21095687,automation
3052,21095687,cardiology/methods
3052,21095687,chronic disease
3052,21095687,computer communication networks
3052,21095687,computers
3052,21095687,electrocardiography/*methods
3052,21095687,equipment design
3052,21095687,geriatrics/methods
3052,21095687,health services for the aged
3052,21095687,*home care services
3052,21095687,humans
3052,21095687,internet
