,PMID,Publication_type
2503,35357448,"research support, non-u.s. gov't"
2504,34501793,journal article
2505,33634839,letter
2507,33784958,journal article
2508,34882492,journal article
2509,34929888,journal article
2510,34068131,journal article
2511,34088789,journal article
2511,34088789,observational study
2511,34088789,"research support, non-u.s. gov't"
2512,33813364,journal article
2514,34148079,comment
2514,34148079,journal article
2514,34148079,"research support, non-u.s. gov't"
2515,34011199,letter
2515,34011199,"research support, n.i.h., extramural"
2515,34011199,"research support, non-u.s. gov't"
2516,36056720,clinical study
2516,36056720,journal article
2516,36056720,"research support, n.i.h., extramural"
2516,36056720,"research support, non-u.s. gov't"
2517,33838316,journal article
2517,33838316,multicenter study
2518,33043359,journal article
2518,33043359,"research support, non-u.s. gov't"
2519,34260472,journal article
2519,34260472,review
2520,34635334,journal article
2521,34914718,journal article
2522,34338369,journal article
2522,34338369,randomized controlled trial
2523,35206493,journal article
2523,35206493,"research support, non-u.s. gov't"
2523,35206493,review
2523,35206493,systematic review
2524,33443486,journal article
2524,33443486,"research support, non-u.s. gov't"
2525,34565178,journal article
2525,34565178,"research support, non-u.s. gov't"
2527,34042632,journal article
2528,34211830,journal article
2528,34211830,"research support, non-u.s. gov't"
2529,35688787,letter
2530,34056743,journal article
2531,35773800,journal article
2533,34608667,letter
2534,34581289,journal article
2534,34581289,review
2535,33999834,journal article
2536,33590794,journal article
2538,35221081,journal article
2538,35221081,review
2539,35138432,journal article
2539,35138432,review
2540,34352387,journal article
2540,34352387,randomized controlled trial
2540,34352387,"research support, n.i.h., extramural"
2540,34352387,"research support, non-u.s. gov't"
2541,33667616,journal article
2541,33667616,meta-analysis
2541,33667616,"research support, n.i.h., extramural"
2541,33667616,systematic review
2542,35384054,journal article
2543,33622616,journal article
2544,34030182,journal article
2544,34030182,"research support, non-u.s. gov't"
2545,34450986,journal article
2546,35147711,journal article
2546,35147711,review
2547,35221080,journal article
2547,35221080,review
2548,34622676,journal article
2549,33570248,journal article
2549,33570248,randomized controlled trial
2549,33570248,"research support, non-u.s. gov't"
2550,36155409,journal article
2550,36155409,review
2551,33560597,journal article
2552,35174451,journal article
2552,35174451,review
2553,34253670,journal article
2555,34288549,journal article
2555,34288549,"research support, non-u.s. gov't"
2556,35592982,journal article
2557,33707523,journal article
2557,33707523,randomized controlled trial
2557,33707523,"research support, non-u.s. gov't"
2558,33580174,journal article
2558,33580174,multicenter study
2558,33580174,randomized controlled trial
2558,33580174,"research support, non-u.s. gov't"
2559,33991686,clinical trial protocol
2559,33991686,journal article
2559,33991686,"research support, n.i.h., extramural"
2560,33620322,journal article
2562,33463044,journal article
2563,34892736,journal article
2563,34892736,"research support, non-u.s. gov't"
2564,33784625,journal article
2564,33784625,review
2565,35208535,journal article
2565,35208535,review
2566,36282505,journal article
2566,36282505,"research support, n.i.h., extramural"
2566,36282505,"research support, non-u.s. gov't"
2566,36282505,"research support, u.s. gov't, p.h.s."
2567,35702985,journal article
2568,33729984,journal article
2569,33355801,journal article
2569,33355801,"research support, non-u.s. gov't"
2570,34787586,journal article
2570,34787586,"research support, non-u.s. gov't"
2571,36148847,journal article
2572,35660228,journal article
2572,35660228,review
2573,33803179,journal article
2574,34071326,journal article
2575,36400060,journal article
2576,34490460,journal article
2576,34490460,randomized controlled trial
2577,34330073,journal article
2577,34330073,randomized controlled trial
2578,34574551,journal article
2578,34574551,"research support, non-u.s. gov't"
2579,33887120,journal article
2579,33887120,multicenter study
2579,33887120,randomized controlled trial
2579,33887120,"research support, non-u.s. gov't"
2580,34347261,journal article
2580,34347261,"research support, non-u.s. gov't"
2581,33513268,journal article
2581,33513268,practice guideline
2582,36155484,journal article
2582,36155484,meta-analysis
2582,36155484,review
2582,36155484,systematic review
2583,33481463,clinical trial protocol
2583,33481463,journal article
2583,33481463,"research support, n.i.h., extramural"
2583,33481463,"research support, u.s. gov't, non-p.h.s."
2584,34520854,journal article
2584,34520854,"research support, non-u.s. gov't"
2584,34520854,review
2585,33668921,journal article
2587,33882538,journal article
2587,33882538,"research support, non-u.s. gov't"
2589,33413109,clinical trial protocol
2589,33413109,journal article
2589,33413109,"research support, non-u.s. gov't"
2590,35487265,letter
2591,34924241,comment
2591,34924241,journal article
2592,34074907,journal article
2592,34074907,"research support, non-u.s. gov't"
2593,35917486,journal article
2593,35917486,observational study
2594,34677135,journal article
2594,34677135,"research support, non-u.s. gov't"
2595,34053106,journal article
2595,34053106,"research support, non-u.s. gov't"
2596,35137786,journal article
2596,35137786,observational study
2597,34121060,journal article
2598,36028290,journal article
2598,36028290,meta-analysis
2598,36028290,"research support, non-u.s. gov't"
2598,36028290,systematic review
2599,33735889,journal article
2600,35063451,journal article
2600,35063451,multicenter study
2600,35063451,randomized controlled trial
2600,35063451,"research support, n.i.h., extramural"
2600,35063451,"research support, non-u.s. gov't"
2602,35135963,journal article
2603,33835158,journal article
2604,35225644,journal article
2605,33453356,letter
2606,33449839,journal article
2607,36169139,journal article
2607,36169139,review
2608,34151444,journal article
2608,34151444,randomized controlled trial
2609,35486314,journal article
2609,35486314,"research support, non-u.s. gov't"
2609,35486314,review
2610,33687375,journal article
2610,33687375,randomized controlled trial
2611,34591876,journal article
2612,36084277,journal article
2613,34255565,journal article
2613,34255565,review
2614,36326818,journal article
2614,36326818,meta-analysis
2614,36326818,"research support, non-u.s. gov't"
2614,36326818,review
2614,36326818,systematic review
2615,33560244,journal article
2615,33560244,multicenter study
2615,33560244,randomized controlled trial
2615,33560244,"research support, non-u.s. gov't"
2616,33377898,comparative study
2616,33377898,journal article
2616,33377898,multicenter study
2616,33377898,randomized controlled trial
2616,33377898,"research support, non-u.s. gov't"
2617,34392874,journal article
2618,34608680,comment
2618,34608680,letter
2619,34432060,journal article
2620,35006089,journal article
2620,35006089,"research support, non-u.s. gov't"
2621,33273399,journal article
2621,33273399,"research support, non-u.s. gov't"
2622,33537998,journal article
2623,33815732,journal article
2623,33815732,"research support, non-u.s. gov't"
2624,33444153,journal article
2625,33635031,journal article
2626,34154460,journal article
2626,34154460,"research support, n.i.h., extramural"
2627,33980201,clinical trial protocol
2627,33980201,journal article
2627,33980201,"research support, non-u.s. gov't"
2628,35166680,journal article
2628,35166680,review
2629,34182596,journal article
2629,34182596,"research support, non-u.s. gov't"
2630,34627974,letter
2631,34252387,clinical trial protocol
2631,34252387,journal article
2632,34863912,journal article
2632,34863912,review
2633,34107219,case reports
2635,33656440,journal article
2636,34239147,journal article
2637,34357790,clinical trial
2637,34357790,journal article
2638,34461229,journal article
2638,34461229,review
2639,33793309,journal article
2639,33793309,systematic review
2641,34071782,journal article
2641,34071782,randomized controlled trial
2642,33724494,journal article
2642,33724494,meta-analysis
2642,33724494,systematic review
2643,36086137,journal article
2643,36086137,"research support, non-u.s. gov't"
2644,33725890,clinical trial
2644,33725890,comparative study
2644,33725890,journal article
2645,33849611,clinical trial protocol
2645,33849611,journal article
2646,34652280,journal article
2647,35612248,journal article
2648,35262499,journal article
2648,35262499,review
2649,35041828,journal article
2649,35041828,observational study
2650,36003633,journal article
2650,36003633,"research support, non-u.s. gov't"
2651,34550370,letter
2651,34550370,systematic review
2652,35303883,journal article
2652,35303883,"research support, non-u.s. gov't"
2653,35467510,journal article
2654,35225645,journal article
2655,35435016,letter
2655,35435016,"research support, n.i.h., extramural"
2656,35132869,journal article
2656,35132869,review
2657,33833945,journal article
2657,33833945,randomized controlled trial
2657,33833945,"research support, non-u.s. gov't"
2658,34559014,journal article
2658,34559014,"research support, n.i.h., extramural"
2658,34559014,"research support, u.s. gov't, p.h.s."
2660,35168981,journal article
2660,35168981,"research support, non-u.s. gov't"
2660,35168981,systematic review
2661,33370240,journal article
2661,33370240,"research support, non-u.s. gov't"
2662,34973060,journal article
2663,34369914,journal article
2663,34369914,randomized controlled trial
2663,34369914,"research support, non-u.s. gov't"
2664,33720618,journal article
2666,36227851,journal article
2667,35795958,journal article
2668,36270962,letter
2669,34935940,journal article
2669,34935940,"research support, non-u.s. gov't"
2671,34555331,journal article
2671,34555331,review
2672,35994345,journal article
2672,35994345,review
2673,35273786,journal article
2674,34841554,clinical trial protocol
2674,34841554,journal article
2675,35436376,journal article
2676,36001380,journal article
2676,36001380,"research support, non-u.s. gov't"
2676,36001380,review
2677,34216814,journal article
2677,34216814,"research support, non-u.s. gov't"
2678,35300889,journal article
2678,35300889,"research support, non-u.s. gov't"
2679,35318127,journal article
2680,34599861,journal article
2681,34438223,journal article
2681,34438223,review
2682,34292768,journal article
2683,35333946,journal article
2684,35592983,journal article
2685,35148739,journal article
2686,34865668,journal article
2687,33729014,journal article
2687,33729014,observational study
2688,35773937,journal article
2689,36174002,journal article
2689,36174002,"research support, non-u.s. gov't"
2690,36099076,journal article
2690,36099076,"research support, non-u.s. gov't"
2691,35615041,clinical trial protocol
2691,35615041,journal article
2691,35615041,"research support, non-u.s. gov't"
2693,34763192,journal article
2693,34763192,"research support, non-u.s. gov't"
2694,35975313,journal article
2695,35665833,journal article
2695,35665833,"research support, n.i.h., extramural"
2695,35665833,"research support, non-u.s. gov't"
2697,35343513,journal article
2698,35882260,journal article
2698,35882260,multicenter study
2698,35882260,randomized controlled trial
2700,35136936,journal article
2701,36011519,journal article
2701,36011519,randomized controlled trial
2701,36011519,"research support, n.i.h., extramural"
2702,36172955,journal article
2702,36172955,randomized controlled trial
2702,36172955,"research support, n.i.h., extramural"
2702,36172955,"research support, non-u.s. gov't"
2703,35691260,journal article
2704,34101507,journal article
2705,35834784,journal article
2706,35156250,comment
2706,35156250,letter
2707,34699269,journal article
2708,35972792,journal article
2708,35972792,meta-analysis
2708,35972792,"research support, non-u.s. gov't"
2708,35972792,review
2708,35972792,systematic review
2709,35649057,journal article
2709,35649057,randomized controlled trial
2710,34334715,journal article
2710,34334715,randomized controlled trial
2710,34334715,"research support, non-u.s. gov't"
2711,35228247,case reports
2711,35228247,journal article
2712,35208484,journal article
2713,35861762,journal article
2713,35861762,randomized controlled trial
2713,35861762,"research support, n.i.h., extramural"
2713,35861762,"research support, non-u.s. gov't"
2713,35861762,"research support, u.s. gov't, p.h.s."
2714,36083879,journal article
2714,36083879,"research support, non-u.s. gov't"
2714,36083879,systematic review
2715,35861765,journal article
2716,35035528,journal article
2717,36398411,journal article
2717,36398411,randomized controlled trial
2718,35483994,journal article
2719,34797741,journal article
2719,34797741,"research support, u.s. gov't, non-p.h.s."
2721,35164751,journal article
2722,35273051,clinical trial protocol
2722,35273051,journal article
2722,35273051,"research support, non-u.s. gov't"
2723,36076044,journal article
2723,36076044,observational study
2723,36076044,"research support, non-u.s. gov't"
2724,35715956,journal article
2724,35715956,observational study
2725,35061749,journal article
2726,36459396,journal article
2726,36459396,meta-analysis
2726,36459396,review
2726,36459396,systematic review
2727,36210997,journal article
2728,35522660,journal article
2728,35522660,randomized controlled trial
2728,35522660,"research support, n.i.h., extramural"
2729,36002201,journal article
2729,36002201,"research support, non-u.s. gov't"
2730,34652039,journal article
2731,35195293,journal article
2731,35195293,"research support, u.s. gov't, p.h.s."
2732,34454810,journal article
2732,34454810,randomized controlled trial
2732,34454810,"research support, non-u.s. gov't"
2734,35105640,clinical trial protocol
2734,35105640,journal article
2734,35105640,"research support, non-u.s. gov't"
2735,35262490,journal article
2735,35262490,randomized controlled trial
2735,35262490,"research support, non-u.s. gov't"
2736,34656406,journal article
2736,34656406,randomized controlled trial
2737,34617373,journal article
2737,34617373,randomized controlled trial
2737,34617373,"research support, non-u.s. gov't"
2738,34897189,journal article
2738,34897189,multicenter study
2739,35640917,journal article
2740,34756108,journal article
2741,34114007,journal article
2742,34269863,journal article
2742,34269863,observational study
2743,35798525,journal article
2743,35798525,"research support, n.i.h., extramural"
2744,36028192,journal article
2744,36028192,randomized controlled trial
2744,36028192,"research support, n.i.h., extramural"
2745,35957207,journal article
2746,35866551,journal article
2747,36373589,journal article
2748,34894273,journal article
2748,34894273,randomized controlled trial
2749,35902205,journal article
2749,35902205,"research support, n.i.h., extramural"
2749,35902205,"research support, non-u.s. gov't"
2750,35126625,journal article
2750,35126625,observational study
2751,36018625,journal article
2751,36018625,randomized controlled trial
2752,34883524,journal article
2752,34883524,randomized controlled trial
2753,35314963,journal article
2754,35902181,journal article
2755,35259670,journal article
2755,35259670,"research support, non-u.s. gov't"
2756,34238446,journal article
2756,34238446,randomized controlled trial
2756,34238446,"research support, non-u.s. gov't"
2758,33742588,journal article
2759,34475154,journal article
2759,34475154,"research support, non-u.s. gov't"
2760,33516681,journal article
2760,33516681,randomized controlled trial
2760,33516681,"research support, non-u.s. gov't"
2761,35699174,journal article
2761,35699174,"research support, non-u.s. gov't"
2762,35279389,journal article
2762,35279389,"research support, non-u.s. gov't"
2763,35328859,journal article
2763,35328859,"research support, non-u.s. gov't"
2763,35328859,review
2764,34344729,journal article
2764,34344729,"research support, n.i.h., extramural"
2764,34344729,"research support, non-u.s. gov't"
2764,34344729,review
2765,35241467,clinical trial protocol
2765,35241467,journal article
2765,35241467,"research support, non-u.s. gov't"
2766,36175096,journal article
2766,36175096,"research support, non-u.s. gov't"
2767,33792019,journal article
2767,33792019,randomized controlled trial
2768,34891346,journal article
2768,34891346,"research support, non-u.s. gov't"
2769,33824131,journal article
2769,33824131,randomized controlled trial
2769,33824131,"research support, non-u.s. gov't"
2771,34398800,journal article
2771,34398800,randomized controlled trial
2771,34398800,"research support, non-u.s. gov't"
2772,33792250,journal article
2772,33792250,review
2773,35691371,journal article
2773,35691371,randomized controlled trial
2773,35691371,"research support, n.i.h., extramural"
2774,35091263,journal article
2775,35991052,controlled clinical trial
2775,35991052,journal article
2775,35991052,"research support, non-u.s. gov't"
2776,35446209,journal article
2776,35446209,randomized controlled trial
2776,35446209,"research support, n.i.h., extramural"
2777,33438491,journal article
2777,33438491,review
2778,35598589,journal article
2779,33900203,journal article
2779,33900203,observational study
2779,33900203,"research support, non-u.s. gov't"
2780,34028359,journal article
2780,34028359,"research support, non-u.s. gov't"
2783,34400141,journal article
2784,33415777,journal article
2784,33415777,"research support, non-u.s. gov't"
2787,34315174,journal article
2788,34740221,journal article
2790,35534063,journal article
2790,35534063,"research support, non-u.s. gov't"
2791,35065922,journal article
2791,35065922,randomized controlled trial
2791,35065922,"research support, n.i.h., extramural"
2792,33837752,journal article
2792,33837752,review
2793,34610049,journal article
2793,34610049,observational study
2793,34610049,randomized controlled trial
2793,34610049,"research support, n.i.h., extramural"
2793,34610049,"research support, non-u.s. gov't"
2794,35294855,journal article
2795,35125433,journal article
2795,35125433,"research support, n.i.h., extramural"
2796,35192020,journal article
2797,33724883,clinical trial protocol
2797,33724883,journal article
2797,33724883,"research support, non-u.s. gov't"
2798,34587763,comparative study
2798,34587763,journal article
2798,34587763,observational study
2798,34587763,"research support, n.i.h., extramural"
2798,34587763,"research support, non-u.s. gov't"
2799,33566981,letter
2800,35229656,journal article
2800,35229656,"research support, n.i.h., extramural"
2801,35565935,journal article
2802,34352841,journal article
2802,34352841,systematic review
2803,35527279,case reports
2803,35527279,journal article
2804,34855154,journal article
2804,34855154,review
2805,34654686,journal article
2805,34654686,systematic review
2806,34949290,journal article
2807,35501037,journal article
2809,34290502,journal article
2810,34561213,journal article
2811,32720082,journal article
2811,32720082,review
2812,33663224,journal article
2812,33663224,review
2813,35897022,clinical trial protocol
2813,35897022,journal article
2814,33484617,journal article
2814,33484617,"research support, non-u.s. gov't"
2814,33484617,review
2815,33526375,journal article
2815,33526375,observational study
2816,33737321,comparative study
2816,33737321,journal article
2816,33737321,randomized controlled trial
2816,33737321,"research support, non-u.s. gov't"
2817,36269782,journal article
2818,34453676,journal article
2818,34453676,"research support, n.i.h., extramural"
2818,34453676,"research support, non-u.s. gov't"
2819,33416503,journal article
2819,33416503,"research support, non-u.s. gov't"
2820,34459842,journal article
2820,34459842,randomized controlled trial
2820,34459842,"research support, n.i.h., extramural"
2821,34591026,journal article
2821,34591026,"research support, n.i.h., extramural"
2822,33619788,journal article
2822,33619788,multicenter study
2822,33619788,"research support, non-u.s. gov't"
2823,33021673,journal article
2824,34762863,clinical trial
2824,34762863,journal article
2824,34762863,multicenter study
2825,33972338,journal article
2825,33972338,"research support, non-u.s. gov't"
2826,35405000,journal article
2827,33956123,journal article
2827,33956123,"research support, u.s. gov't, p.h.s."
2828,35922053,journal article
2828,35922053,"research support, u.s. gov't, p.h.s."
2829,34365801,journal article
2829,34365801,"research support, non-u.s. gov't"
2830,33206126,journal article
2830,33206126,randomized controlled trial
2830,33206126,"research support, non-u.s. gov't"
2831,34824093,journal article
2832,35552189,journal article
2833,35687779,journal article
2834,34962313,journal article
2834,34962313,"research support, u.s. gov't, p.h.s."
2835,33849264,letter
2836,34877659,journal article
2838,34711377,journal article
2838,34711377,observational study
2838,34711377,"research support, non-u.s. gov't"
2839,35728895,journal article
2839,35728895,"research support, non-u.s. gov't"
2840,34256698,clinical trial protocol
2840,34256698,journal article
2840,34256698,multicenter study
2840,34256698,"research support, non-u.s. gov't"
2841,35016916,journal article
2841,35016916,review
2843,36370146,journal article
2843,36370146,randomized controlled trial
2844,34769859,clinical trial protocol
2844,34769859,journal article
2844,34769859,"research support, non-u.s. gov't"
2845,35091925,journal article
2846,33792252,journal article
2846,33792252,review
2847,33205410,journal article
2847,33205410,review
2848,34301725,journal article
2848,34301725,observational study
2849,34597535,journal article
2850,35305580,journal article
2850,35305580,"research support, non-u.s. gov't"
2851,35642068,journal article
2852,33549590,journal article
2852,33549590,review
2853,34902312,journal article
2854,33711539,journal article
2855,33446311,journal article
2856,35452803,journal article
2856,35452803,"research support, n.i.h., extramural"
2856,35452803,"research support, non-u.s. gov't"
2857,33627775,journal article
2857,33627775,meta-analysis
2857,33627775,"research support, n.i.h., extramural"
2857,33627775,review
2857,33627775,systematic review
2858,33464959,journal article
2858,33464959,randomized controlled trial
2858,33464959,"research support, non-u.s. gov't"
2859,34515541,journal article
2860,34228043,journal article
2860,34228043,"research support, n.i.h., extramural"
2861,34403376,journal article
2862,36148649,journal article
2863,33650721,journal article
2863,33650721,observational study
2863,33650721,"research support, non-u.s. gov't"
2864,35427443,journal article
2865,34155907,journal article
2865,34155907,"research support, non-u.s. gov't"
2866,34173942,journal article
2866,34173942,review
2868,34335023,journal article
2868,34335023,"research support, non-u.s. gov't"
2869,33208691,journal article
2869,33208691,review
2870,34559832,clinical trial
2870,34559832,journal article
2870,34559832,"research support, non-u.s. gov't"
2871,35729626,clinical trial protocol
2871,35729626,journal article
2872,36156147,journal article
2873,35841036,journal article
2873,35841036,"research support, n.i.h., extramural"
2874,33973860,journal article
2874,33973860,"research support, non-u.s. gov't"
2875,35259237,journal article
2875,35259237,"research support, n.i.h., extramural"
2876,34472895,journal article
2876,34472895,randomized controlled trial
2877,34932104,journal article
2877,34932104,randomized controlled trial
2877,34932104,"research support, non-u.s. gov't"
2878,33958597,journal article
2879,34728462,journal article
2880,33321517,journal article
2880,33321517,multicenter study
2880,33321517,observational study
2880,33321517,"research support, non-u.s. gov't"
2881,33711941,clinical trial protocol
2881,33711941,journal article
2881,33711941,"research support, non-u.s. gov't"
2882,33793340,journal article
2882,33793340,review
2883,35926004,journal article
2883,35926004,"research support, non-u.s. gov't"
2884,35846312,journal article
2884,35846312,"research support, non-u.s. gov't"
2885,36195342,journal article
2885,36195342,"research support, non-u.s. gov't"
2886,34259950,journal article
2886,34259950,review
2887,34009347,journal article
2887,34009347,"research support, n.i.h., extramural"
2888,33706351,evaluation study
2888,33706351,journal article
2888,33706351,"research support, non-u.s. gov't"
2889,35905001,journal article
2890,35675796,journal article
2891,33902656,clinical trial protocol
2891,33902656,journal article
2893,34898447,journal article
2893,34898447,multicenter study
2893,34898447,randomized controlled trial
2893,34898447,"research support, non-u.s. gov't"
2894,34665151,journal article
2895,34147434,journal article
2896,33847599,journal article
2896,33847599,systematic review
2897,33656444,journal article
2897,33656444,meta-analysis
2897,33656444,"research support, non-u.s. gov't"
2897,33656444,review
2897,33656444,systematic review
2898,33534416,journal article
2898,33534416,review
2899,20302167,comparative study
2899,20302167,journal article
2899,20302167,review
2900,21154295,editorial
2901,19407659,journal article
2901,19407659,meta-analysis
2901,19407659,"research support, non-u.s. gov't"
2901,19407659,review
2901,19407659,systematic review
2902,19929234,journal article
2902,19929234,randomized controlled trial
2902,19929234,"research support, non-u.s. gov't"
2903,19390957,editorial
2904,19332417,journal article
2904,19332417,"research support, non-u.s. gov't"
2904,19332417,review
2904,19332417,systematic review
2905,22163501,journal article
2905,22163501,review
2906,19223810,journal article
2906,19223810,review
2907,19965041,journal article
2907,19965041,"research support, non-u.s. gov't"
2908,20959351,journal article
2908,20959351,review
2909,19923337,journal article
2910,20937448,journal article
2910,20937448,"research support, n.i.h., extramural"
2910,20937448,"research support, non-u.s. gov't"
2910,20937448,"research support, u.s. gov't, non-p.h.s."
2910,20937448,review
2911,21080836,comment
2911,21080836,editorial
2912,19249695,journal article
2912,19249695,review
2913,20008054,journal article
2913,20008054,meta-analysis
2913,20008054,"research support, non-u.s. gov't"
2913,20008054,review
2913,20008054,systematic review
2914,20937478,journal article
2914,20937478,"research support, non-u.s. gov't"
2915,20650359,comment
2915,20650359,editorial
2916,21080835,journal article
2916,21080835,multicenter study
2916,21080835,randomized controlled trial
2916,21080835,"research support, n.i.h., extramural"
2917,20509501,journal article
2918,19964506,journal article
2918,19964506,review
2919,20232605,journal article
2919,20232605,randomized controlled trial
2919,20232605,"research support, non-u.s. gov't"
2920,21041174,journal article
2920,21041174,"research support, non-u.s. gov't"
2921,19325370,comment
2921,19325370,editorial
2922,20505943,english abstract
2922,20505943,journal article
2923,20300221,journal article
2923,20300221,meta-analysis
2923,20300221,review
2924,19682165,comment
2924,19682165,editorial
2925,20554500,journal article
2925,20554500,"research support, non-u.s. gov't"
2925,20554500,review
2925,20554500,systematic review
2926,21122020,consensus development conference
2926,21122020,journal article
2927,20832815,journal article
2928,19382861,evaluation study
2928,19382861,journal article
2929,19707821,journal article
2930,20858885,comment
2930,20858885,editorial
2931,19423852,journal article
2931,19423852,practice guideline
2931,19423852,review
2932,20033515,journal article
2933,19815900,journal article
2934,19592792,journal article
2935,19831704,journal article
2935,19831704,"research support, u.s. gov't, non-p.h.s."
2935,19831704,review
2936,20064067,journal article
2937,20042423,journal article
2937,20042423,randomized controlled trial
2937,20042423,"research support, non-u.s. gov't"
2938,19964354,journal article
2938,19964354,"research support, non-u.s. gov't"
2939,20063198,journal article
2940,20215333,journal article
2940,20215333,"research support, non-u.s. gov't"
2941,19538734,comparative study
2941,19538734,journal article
2941,19538734,multicenter study
2941,19538734,randomized controlled trial
2941,19538734,"research support, non-u.s. gov't"
2942,20455985,journal article
2943,20925563,journal article
2944,20359604,comment
2944,20359604,letter
2945,19199855,journal article
2946,19797150,evaluation study
2946,19797150,journal article
2946,19797150,multicenter study
2946,19797150,"research support, non-u.s. gov't"
2946,19797150,validation study
2947,18651207,journal article
2948,20371411,journal article
2948,20371411,"research support, non-u.s. gov't"
2949,19560096,journal article
2950,21098580,journal article
2950,21098580,randomized controlled trial
2950,21098580,"research support, non-u.s. gov't"
2951,19698956,evaluation study
2951,19698956,journal article
2952,21096290,journal article
2953,19199844,comparative study
2953,19199844,journal article
2954,20409630,evaluation study
2954,20409630,journal article
2954,20409630,"research support, non-u.s. gov't"
2955,19292626,comparative study
2955,19292626,journal article
2955,19292626,"research support, non-u.s. gov't"
2956,20591841,journal article
2956,20591841,randomized controlled trial
2956,20591841,"research support, non-u.s. gov't"
2957,20225911,journal article
2957,20225911,randomized controlled trial
2957,20225911,"research support, non-u.s. gov't"
2957,20225911,"research support, u.s. gov't, non-p.h.s."
2958,20109196,comparative study
2958,20109196,journal article
2958,20109196,randomized controlled trial
2959,21096432,journal article
2960,19581043,comparative study
2960,19581043,journal article
2960,19581043,"research support, non-u.s. gov't"
2961,19403370,journal article
2961,19403370,"research support, non-u.s. gov't"
2962,20698410,journal article
2963,19139220,journal article
2963,19139220,randomized controlled trial
2963,19139220,"research support, u.s. gov't, non-p.h.s."
2964,21103745,journal article
2965,19273022,journal article
2965,19273022,"research support, non-u.s. gov't"
2966,20348874,news
2967,21096913,journal article
2968,20925562,journal article
2968,20925562,"research support, non-u.s. gov't"
2969,21096054,journal article
2969,21096054,"research support, non-u.s. gov't"
2970,19720767,journal article
2970,19720767,"research support, non-u.s. gov't"
2971,21180338,clinical trial
2971,21180338,journal article
2972,20028193,journal article
2972,20028193,"research support, non-u.s. gov't"
2973,21097220,journal article
2974,19292623,evaluation study
2974,19292623,journal article
2974,19292623,"research support, non-u.s. gov't"
2975,21034193,journal article
2976,19897185,evaluation study
2976,19897185,journal article
2976,19897185,"research support, non-u.s. gov't"
2977,21043302,journal article
2978,19448582,evaluation study
2978,19448582,journal article
2978,19448582,"research support, non-u.s. gov't"
2979,21128846,journal article
2979,21128846,"research support, u.s. gov't, non-p.h.s."
2980,20070163,journal article
2980,20070163,"research support, non-u.s. gov't"
2981,20511581,journal article
2981,20511581,"research support, non-u.s. gov't"
2982,19964430,journal article
2982,19964430,"research support, non-u.s. gov't"
2983,19602024,journal article
2984,19144084,journal article
2985,19812805,comparative study
2985,19812805,journal article
2985,19812805,multicenter study
2985,19812805,"research support, non-u.s. gov't"
2986,20615815,journal article
2987,19730249,comparative study
2987,19730249,evaluation study
2987,19730249,journal article
2988,20800198,journal article
2988,20800198,"research support, u.s. gov't, non-p.h.s."
2989,21154300,journal article
2990,20511574,journal article
2991,20304131,editorial
2992,19566401,journal article
2992,19566401,randomized controlled trial
2992,19566401,"research support, non-u.s. gov't"
2993,19948507,evaluation study
2993,19948507,journal article
2993,19948507,multicenter study
2993,19948507,"research support, non-u.s. gov't"
2994,21095954,journal article
2994,21095954,"research support, non-u.s. gov't"
2995,21096428,journal article
2995,21096428,"research support, non-u.s. gov't"
2996,20841903,journal article
2996,20841903,"research support, non-u.s. gov't"
2997,20484324,journal article
2998,19340758,journal article
2999,19464132,letter
2999,19464132,"research support, non-u.s. gov't"
3000,19590027,journal article
3000,19590027,"research support, non-u.s. gov't"
3001,19114904,journal article
3001,19114904,randomized controlled trial
3001,19114904,"research support, non-u.s. gov't"
3002,19919196,journal article
3002,19919196,"research support, non-u.s. gov't"
3003,18760959,journal article
3004,18776998,clinical trial
3004,18776998,journal article
3005,21115435,journal article
3005,21115435,"research support, non-u.s. gov't"
3006,18786954,journal article
3006,18786954,multicenter study
3006,18786954,"research support, non-u.s. gov't"
3007,20144406,journal article
3007,20144406,"research support, non-u.s. gov't"
3008,19720768,journal article
3008,19720768,"research support, non-u.s. gov't"
3009,19390339,comparative study
3009,19390339,journal article
3009,19390339,randomized controlled trial
3010,19292622,journal article
3010,19292622,"research support, non-u.s. gov't"
3011,21194045,journal article
3012,21068527,journal article
3013,20061654,introductory journal article
3014,20662868,journal article
3015,19548823,journal article
3016,20515476,journal article
3016,20515476,"research support, non-u.s. gov't"
3017,19218576,journal article
3018,20421189,journal article
3019,20233536,comparative study
3019,20233536,journal article
3020,21200105,case reports
3020,21200105,journal article
3021,19340750,journal article
3022,19471029,journal article
3022,19471029,randomized controlled trial
3022,19471029,"research support, non-u.s. gov't"
3023,19442285,evaluation study
3023,19442285,journal article
3023,19442285,"research support, non-u.s. gov't"
3024,19423851,journal article
3024,19423851,practice guideline
3025,20021651,journal article
3026,18809294,clinical trial
3026,18809294,journal article
3027,20061657,journal article
3028,20691830,journal article
3028,20691830,randomized controlled trial
3029,20873466,english abstract
3029,20873466,journal article
3030,19289900,comparative study
3030,19289900,evaluation study
3030,19289900,journal article
3030,19289900,"research support, non-u.s. gov't"
3031,21191167,journal article
3031,21191167,randomized controlled trial
3032,20883060,comparative study
3032,20883060,journal article
3032,20883060,randomized controlled trial
3033,19398082,comparative study
3033,19398082,journal article
3033,19398082,"research support, non-u.s. gov't"
3034,19521935,evaluation study
